time	r_pcm	vr_pcm	fi_n	fi_v	snr_so	so_r_pcm	so_vr_pcm	so_fi_n_pcm	so_fi_v_pcm	z_r	z_vr	z_fi_n	z_fi_v
51.0558	726771.8663	3328.857422	5.859832522	19.66533909	14.53997456	-0.390354763	-1.373291016	0.189540743	-0.055349258	726772.2567	3330.230713	5.670291779	19.72068835
51.1104	726596.9874	3328.857422	5.858057057	19.69910318	22.33939614	8.002272642	3.433227539	0.028170073	0.028108297	726588.9851	3325.424194	5.829886984	19.67099488
51.165	726397.1257	3317.871094	5.859832522	19.72349278	26.3612667	-8.002272642	-4.463195801	-0.019774286	0.017378958	726405.128	3322.33429	5.879606808	19.70611383
51.2196	726222.2468	3317.871094	5.866934438	19.74976268	28.07384675	1.171064289	-2.059936523	-0.011268029	-0.017282587	726221.0757	3319.93103	5.878202467	19.76704526
51.2718	726047.3679	3317.871094	5.872260935	19.78166765	30.52678555	-0.195177382	1.71661377	-0.023060795	0.004593699	726047.563	3316.15448	5.89532173	19.77707395
51.3264	725872.4889	3317.871094	5.881138543	19.80794713	29.65747167	7.80709526	4.463195801	-0.023668385	0.020141602	725864.6818	3313.407898	5.904806927	19.78780553
51.381	725672.6273	3306.884766	5.890016292	19.83235339	30.10299957	-7.80709526	-3.776550293	0.013974565	-0.005107679	725680.4344	3310.661316	5.876041726	19.83746107
51.4356	725497.7484	3306.884766	5.891791859	19.86239702	31.12605002	-1.951773815	-0.686645508	0.038526719	-0.019434879	725499.7001	3307.571411	5.85326514	19.8818319
51.4902	725322.8694	3306.884766	5.891791859	19.8962029	25.66602457	10.34440122	2.746582031	-0.031732759	-0.00546104	725312.525	3304.138184	5.923524618	19.90166394
51.5448	725123.0078	3295.898438	5.900669778	19.92625864	21.89951026	-6.831208353	-5.836486816	0.012262267	0.04975972	725129.839	3301.734924	5.888407512	19.87649892
51.5994	724948.1289	3295.898438	5.904220986	19.95068313	22.33939614	-4.098725012	-2.059936523	-0.000828532	0.014519943	724952.2276	3297.958374	5.905049517	19.93616319
51.654	724773.2499	3295.898438	5.90954784	19.97699066	25.1054501	-0.975886908	0.343322754	-0.001795152	0.030999436	724774.2258	3295.555115	5.911342992	19.94599123
51.7086	724598.371	3295.898438	5.914874746	19.99766394	21.89951026	7.611917879	4.463195801	0.006711105	-0.023482474	724590.7591	3291.435242	5.90816364	20.02114642
51.7614	724423.4921	3284.912109	5.918426044	20.0296189	18.97694955	8.587804786	-5.493164063	-0.069983314	-0.050787681	724414.9042	3290.405273	5.988409358	20.08040658
51.816	724223.6304	3284.912109	5.929080078	20.06346065	24.91025336	-5.660144064	-1.029968262	0.025518772	-0.006874486	724229.2906	3285.942078	5.903561306	20.07033513
51.8706	724048.7515	3284.912109	5.93085577	20.09354833	30.10299957	-2.732483341	1.71661377	-2.76E-05	0.000546104	724051.484	3283.195496	5.930883387	20.09300223
51.9252	723873.8725	3284.912109	5.936182881	20.12364179	31.01814938	2.927660723	4.806518555	-0.004695012	0.008834036	723870.9449	3280.105591	5.940877893	20.11480776
51.9798	723698.9936	3273.925781	5.943285775	20.14997832	32.70967494	8.978159549	-3.433227539	0.0205752	0.002955387	723690.0155	3277.359009	5.922710575	20.14702294
52.0344	723499.132	3273.925781	5.945061513	20.17820096	32.50250591	-9.563691694	0.686645508	0.02082376	-0.013909591	723508.6957	3273.239136	5.924237754	20.19211056
52.089	723324.253	3273.925781	5.946837257	20.2101928	33.62482475	-3.318015486	3.433227539	0.020078081	-0.010472348	723327.5711	3270.492554	5.926759176	20.22066515
52.1436	723149.3741	3262.939453	5.948613007	20.24030878	30.93085327	1.171064289	-5.149841309	0.006186369	0.002345035	723148.203	3268.089294	5.942426638	20.23796374
52.1982	722974.4952	3262.939453	5.952164523	20.27043059	31.31695637	6.831208353	-2.403259277	0.013422211	0.007870323	722967.664	3265.342712	5.938742312	20.26256027
52.2528	722799.6162	3262.939453	5.955716062	20.2986751	31.84600308	11.12511075	1.373291016	-0.018531489	0.017892938	722788.4911	3261.566162	5.974247551	20.28078216
52.305	722624.7373	3262.939453	5.961043413	20.32315784	29.18784976	7.026385734	4.119873047	0.03620683	-0.022069028	722617.7109	3258.81958	5.924836583	20.34522687
52.3596	722449.8584	3251.953125	5.961043413	20.35517958	29.60652789	11.90582027	-3.776550293	-0.009859525	-0.003308748	722437.9526	3255.729675	5.970902939	20.35848833
52.4142	722249.9967	3251.953125	5.966370817	20.38343958	32.04119983	-7.80709526	-0.343322754	0.020105699	0.003726357	722257.8038	3252.296448	5.946265118	20.37971322
52.4688	722075.1178	3251.953125	5.968146629	20.41358928	27.60422483	-2.146951197	3.089904785	0.000441883	0.009797749	722077.2647	3248.86322	5.967704746	20.40379153
52.5234	721900.2389	3251.953125	5.973474102	20.43997511	26.17710666	1.366241671	5.493164063	-0.02833578	-0.001349198	721898.8726	3246.459961	6.001809881	20.44132431
52.578	721725.3599	3240.966797	5.980577479	20.4701359	27.86352438	7.221563116	-2.403259277	0.035571623	-0.005653783	721718.1384	3243.370056	5.945005856	20.47578968
52.6326	721550.481	3240.966797	5.980577479	20.50030261	28.69137808	9.173336931	1.373291016	-0.014085036	0.004657946	721541.3077	3239.593506	5.994662515	20.49564467
52.6872	721375.6021	3240.966797	5.985905073	20.5285893	27.00496037	16.59007743	3.776550293	0.030738521	-0.001252827	721359.012	3237.190247	5.955166551	20.52984213
52.7418	721175.7404	3229.980469	5.987680949	20.55688122	24.08239965	-7.416740497	-4.119873047	0.044298824	0.020398592	721183.1572	3234.100342	5.943382125	20.53648263
52.7964	721000.8615	3229.980469	5.985905073	20.58329174	20.15650675	-5.269789301	-0.686645508	-0.066752039	0.014873304	721006.1313	3230.667114	6.052657111	20.56841843
52.851	720825.9826	3229.980469	5.996560415	20.61159379	10.10299957	328.0931783	-139.3890381	0.292749082	0.193064202	720497.8894	3369.369507	5.703811333	20.41852959
52.9056	720651.1036	3229.980469	5.99478451	20.6361265	20.98436045	-0.585532145	5.493164063	0.04264176	-0.045326639	720651.6892	3224.487305	5.95214275	20.68145314
52.9602	720476.2247	3229.980469	5.99478451	20.67010139	27.92011018	2.53730596	7.89642334	-0.017730575	-0.019788241	720473.6874	3222.084045	6.012515086	20.68988963
53.0148	720301.3458	3229.980469	6.000112243	20.70408388	29.60652789	4.293902393	12.01629639	-0.025988273	0.008030942	720297.0519	3217.964172	6.026100516	20.69605294
53.0694	720101.4841	3218.994141	6.008991912	20.73240845	28.51937465	-16.98043219	3.776550293	0.020519965	-0.00443308	720118.4645	3215.21759	5.988471947	20.73684153
53.124	719926.6052	3218.994141	6.008991912	20.76073831	28.51937465	-14.05277147	6.866455078	0.004308364	-0.001252827	719940.658	3212.127686	6.004683548	20.76199114
53.1786	719751.7262	3218.994141	6.01254382	20.79096269	28.69137808	-9.758869076	9.269714355	-0.013726006	-0.004754317	719761.4851	3209.724426	6.026269826	20.79571701
53.2332	719576.8473	3208.007813	6.017871726	20.82119312	27.86352438	-8.002272642	2.746582031	-0.007788196	-0.026180871	719584.8496	3205.26123	6.025659922	20.84737399
53.2854	719401.9684	3208.007813	6.023199684	20.85331961	27.00496037	-16.78525481	4.806518555	-0.016736337	-0.009605006	719418.7536	3203.201294	6.039936021	20.86292461
53.34	719227.0894	3208.007813	6.028527694	20.88545295	26.58117439	-13.07688456	7.553100586	-0.003617921	0.02174779	719240.1663	3200.454712	6.032145615	20.86370516
53.3946	719052.2105	3197.021484	6.033855757	20.91192087	22.33939614	-12.88170718	0.686645508	0.036510625	0.000642475	719065.0922	3196.334839	5.997345131	20.91127839
53.4492	718877.3316	3197.021484	6.033855757	20.94028454	20.98436045	-8.587804786	3.776550293	2.76E-05	-0.003822728	718885.9194	3193.244934	6.033828139	20.94410727
53.5038	718702.4526	3197.021484	6.037407828	20.97054505	18.70549341	-7.611917879	7.209777832	-0.007898667	0.012656764	718710.0646	3189.811707	6.045306495	20.95788828
53.5584	718527.5737	3197.021484	6.042735978	20.99891983	24.08239965	-7.026385734	8.926391602	-0.051921316	0.030164218	718534.6001	3188.095093	6.094657294	20.96875562
53.613	718352.6948	3186.035156	6.053392435	21.02351568	24.91025336	-14.83348099	1.373291016	-0.031815612	-0.030292713	718367.5283	3184.661865	6.085208047	21.05380839
53.6676	718177.8158	3186.035156	6.060496857	21.05757817	24.08239965	-7.80709526	5.149841309	-0.000911385	0.021972657	718185.6229	3180.885315	6.061408241	21.03560551
53.7222	718002.9369	3186.035156	6.065825234	21.08407661	23.25454595	-7.221563116	7.553100586	0.041757993	0.019306384	718010.1585	3178.482056	6.024067241	21.06477022
53.7768	717828.058	3175.048828	6.065825234	21.10868653	23.25454595	-6.245676208	0.343322754	0.068602427	0.03417969	717834.3037	3174.705505	5.997222807	21.07450684
53.8314	717653.179	3175.048828	6.062272977	21.131407	24.08239965	-6.44085359	4.463195801	-0.050319488	-0.008287932	717659.6199	3170.585632	6.112592465	21.13969494
53.886	717478.3001	3175.048828	6.071153665	21.16170639	25.1054501	-8.587804786	7.209777832	-0.013228887	-0.022358142	717486.8879	3167.83905	6.084382551	21.18406453
53.9406	717303.4212	3164.0625	6.07825832	21.19580061	25.533413	-9.563691694	-1.71661377	0.006075898	-0.044073812	717312.9849	3165.779114	6.072182422	21.23987443
53.9952	717128.5422	3164.0625	6.081810683	21.23369231	28.94316063	-7.80709526	2.403259277	-0.006103516	-0.000995837	717136.3493	3161.659241	6.087914199	21.23468815
54.0498	716953.6633	3164.0625	6.08536307	21.26401269	25.66602457	-9.173336931	5.493164063	-0.016349689	0.036749591	716962.8366	3158.569336	6.101712759	21.2272631
54.1044	716778.7844	3164.0625	6.092467913	21.28675706	26.3612667	-11.12511075	7.89642334	0.020602818	-0.004079718	716789.9095	3156.166077	6.071865095	21.29083678
54.159	716603.9054	3153.076172	6.094244139	21.31519248	24.99754946	-19.51773815	0.686645508	-0.013201269	0.0032445	716623.4232	3152.389526	6.107445408	21.31194798
54.2136	716429.0265	3153.076172	6.099572851	21.34363341	9.275145863	-222.8925697	-90.29388428	-0.007705343	0.15547922	716651.9191	3243.370056	6.107278194	21.18815419
54.2682	716254.1476	3153.076172	6.104901615	21.37018325	22.92256071	-19.71291553	7.89642334	0.000524737	-0.030003599	716273.8605	3145.179749	6.104376879	21.40018685
54.3204	716104.2513	3153.076172	6.108454155	21.40432584	27.3369456	0.195177382	9.613037109	-0.005799721	0.001670436	716104.0562	3143.463135	6.114253876	21.40265541
54.375	715929.3724	3142.089844	6.113783008	21.43278409	31.84600308	-0.780709526	2.403259277	0.016681102	-0.010697214	715930.1531	3139.686584	6.097101906	21.44348131
54.4296	715754.4935	3142.089844	6.115559304	21.46504349	31.44193536	-4.879434538	5.149841309	0.004363599	-0.01628675	715759.3729	3136.940002	6.111195705	21.48133024
54.4842	715579.6145	3142.089844	6.119111914	21.49731002	30.85877078	-4.489079775	7.89642334	0.00254083	-0.008159437	715584.1036	3134.19342	6.116571084	21.50546946
54.5388	715404.7356	3131.103516	6.122664548	21.52768507	31.44193536	-7.80709526	1.029968262	-0.001187562	-0.002826891	715412.5427	3130.073547	6.12385211	21.53051196
54.5934	715229.8567	3131.103516	6.127993543	21.55996551	26.3612667	-8.197450023	4.119873047	0.038940985	-0.013524106	715238.0541	3126.983643	6.089052558	21.57348962
54.648	715054.9777	3131.103516	6.126217205	21.59225315	23.25454595	-9.173336931	7.209777832	-0.020299023	-0.002762644	715064.1511	3123.893738	6.146516228	21.59501579
54.7026	714880.0988	3120.117188	6.131546236	21.62264809	27.27641651	-15.22383576	-1.373291016	-0.001960858	0.002055921	714895.3226	3121.490479	6.133507094	21.62059217
54.7572	714730.2026	3120.117188	6.135098952	21.65304942	29.07994912	4.489079775	2.403259277	-0.02372362	0.003051758	714725.7135	3117.713928	6.158822573	21.64999766
54.8118	714555.3236	3120.117188	6.142204456	21.67965584	27.00496037	5.464966682	5.493164063	0.015162127	-0.015708522	714549.8587	3114.624023	6.127042329	21.69536436
54.8664	714380.4447	3120.117188	6.143980847	21.71387132	27.92011018	4.293902393	8.239746094	-0.013946948	-0.00742059	714376.1508	3111.877441	6.157927795	21.72129191
54.921	714205.5658	3109.130859	6.15108647	21.7461934	26.3612667	-2.53730596	1.373291016	-0.012234649	0.031641912	714208.1031	3107.757568	6.163321119	21.71455149
54.9756	714030.6868	3109.130859	6.156415749	21.7709152	25.66602457	-6.44085359	4.463195801	0.049463339	-0.021008944	714037.1277	3104.667664	6.10695241	21.79192415
55.0308	713855.8079	3109.130859	6.154639317	21.80515242	27.92011018	-6.831208353	6.523132324	0.005109278	-0.025345653	713862.6391	3102.607727	6.149530039	21.83049807
55.0854	713680.929	3098.144531	6.158192187	21.84130059	28.51937465	-10.92993336	-1.029968262	-0.003120802	0.007324219	713691.8589	3099.1745	6.16131299	21.83397637
55.14	713531.0327	3098.144531	6.161745082	21.86794193	24.91025336	6.831208353	2.403259277	0.00411504	0.00077097	713524.2015	3095.741272	6.157630042	21.86717096
55.1946	713356.1538	3098.144531	6.165298	21.89839527	12.79697104	2.146951197	5.836486816	0.092243217	0.014969675	713354.0069	3092.308044	6.073054783	21.88342559
55.2492	713181.2749	3087.158203	6.167074468	21.92885511	12.79697104	0.975886908	-2.746582031	-0.022011322	0.009315892	713180.299	3089.904785	6.18908579	21.91953922
55.3014	713006.3959	3087.158203	6.170627422	21.95932148	23.0593492	-10.5395786	2.059936523	0.016653484	0.017121968	713016.9355	3085.098267	6.153973938	21.94219951
55.356	712856.4997	3087.158203	6.1741804	21.9859849	22.49877473	6.44085359	4.463195801	-0.025850185	-0.017346834	712850.0589	3082.695007	6.200030585	22.00333174
55.4106	712681.6208	3076.171875	6.179509911	22.02027382	25.66602457	0.975886908	-4.119873047	0.006103516	0.022358142	712680.6449	3080.291748	6.173406396	21.99791568
55.4652	712506.7418	3076.171875	6.183062949	22.04694871	26.17710666	-0.195177382	0.343322754	0.029827137	0.008320056	712506.937	3075.828552	6.153235812	22.03862866
55.5198	712331.8629	3076.171875	6.183062949	22.07362864	26.17710666	-5.855321445	3.089904785	0.008754817	0.000353361	712337.7182	3073.08197	6.174308132	22.07327528
55.5744	712156.984	3076.171875	6.184839476	22.10412615	24.08239965	-9.954046457	6.17980957	0.019498109	0.001927426	712166.938	3069.992065	6.165341367	22.10219872
55.629	712007.0878	3065.185547	6.18661601	22.13272356	27.60422483	7.026385734	-2.059936523	-0.007235842	0.017186215	712000.0614	3067.245483	6.193851852	22.11553734
55.6836	711832.2088	3065.185547	6.190169095	22.15941971	26.77637113	0.585532145	1.71661377	0.013836477	0.018920899	711831.6233	3063.468933	6.176332618	22.14049881
55.7382	711657.3299	3065.185547	6.191945646	22.18612093	27.27641651	-4.684257156	5.493164063	0.040763755	-0.03077457	711662.0141	3059.692383	6.151181892	22.2168955
55.7928	711482.4509	3054.199219	6.190169095	22.22236642	28.51937465	-12.10099765	-3.433227539	-0.031152787	0.003019634	711494.5519	3057.632446	6.221321882	22.21934678
55.8474	711332.5547	3054.199219	6.197275337	22.25098789	30.52678555	5.269789301	1.373291016	-0.021320879	0.009797749	711327.2849	3052.825928	6.218596215	22.24119014
55.902	711157.6758	3054.199219	6.204381674	22.27770655	29.27514586	-0.195177382	3.776550293	-0.003093184	0.007227847	711157.871	3050.422668	6.207474859	22.2704787
55.9566	710982.7969	3043.212891	6.207934879	22.30633935	29.18784976	-4.489079775	-4.119873047	-0.002651301	0.011082699	710987.2859	3047.332764	6.21058618	22.29525665
56.0112	710832.9006	3043.212891	6.211488108	22.33497802	27.60422483	13.27206194	-1.373291016	-0.020906613	-0.000963713	710819.6286	3044.586182	6.232394721	22.33594173
56.0658	710658.0217	3043.212891	6.218594637	22.36553241	26.17710666	2.146951197	2.403259277	-0.033721235	-0.008641293	710655.8747	3040.809631	6.252315873	22.37417371
56.1204	710483.1428	3043.212891	6.225701263	22.39609352	25.66602457	-0.585532145	5.493164063	0.009224318	-0.011018452	710483.7283	3037.719727	6.216476945	22.40711197
56.175	710308.2638	3032.226563	6.227477934	22.42666134	28.51937465	-10.73475598	-2.746582031	-0.009914761	0.010183234	710318.9986	3034.973145	6.237392695	22.41647811
56.2296	710158.3676	3032.226563	6.232807984	22.45532479	27.60422483	5.269789301	1.71661377	-0.02179038	-0.002859015	710153.0978	3030.509949	6.254598364	22.4581838
56.2842	709983.4887	3032.226563	6.239914802	22.48590567	28.00829256	-1.951773815	4.119873047	-0.008395786	-0.006071392	709985.4404	3028.106689	6.248310589	22.49197706
56.3364	709833.5924	3021.240234	6.245244979	22.51458138	24.08239965	7.80709526	-3.776550293	-0.018227694	-0.015355161	709825.7853	3025.016785	6.263472673	22.52993654
56.391	709658.7135	3021.240234	6.25057521	22.54708771	23.32662844	3.122838104	-1.029968262	-0.045210209	-0.002377159	709655.5907	3022.270203	6.295785419	22.54946487
56.4456	709483.8346	3021.240234	6.259459049	22.5776889	25.42133545	-7.611917879	3.089904785	-0.009859525	-0.0039191	709491.4465	3018.15033	6.269318574	22.581608
56.5002	709333.9383	3010.253906	6.264789425	22.60829689	27.60422483	9.173336931	-4.806518555	-0.028225309	-0.018214176	709324.765	3015.060425	6.293014733	22.62651106
56.5548	709159.0594	3010.253906	6.273673505	22.64082534	27.60422483	1.366241671	-1.71661377	-0.028832899	0.014359324	709157.6932	3011.97052	6.302506404	22.62646601
56.6094	708984.1805	3010.253906	6.280780879	22.66953331	28.16479931	-9.954046457	1.71661377	0.011433735	-0.003083882	708994.1345	3008.537292	6.269347144	22.67261719
56.664	708834.2842	3010.253906	6.284334602	22.70016177	24.08239965	5.269789301	4.806518555	0.020851377	0.007292095	708829.0144	3005.447388	6.263483225	22.69286967
56.7186	708659.4053	2999.267578	6.28788835	22.72888217	17.03874929	-0.585532145	-3.089904785	0.013477446	0.025281405	708659.9908	3002.357483	6.274410903	22.70360077
56.7732	708484.5264	2999.267578	6.291442122	22.75760861	15.29574578	-22.83575364	1.373291016	-0.07699822	0.123258987	708507.3621	2997.894287	6.368440342	22.63434962
56.8278	708334.6301	2999.267578	6.300326657	22.7805941	23.16724984	0.585532145	2.746582031	-0.028556721	0.00690661	708334.0446	2996.520996	6.328883379	22.77368749
56.8824	708159.7512	2988.28125	6.307434395	22.80741541	23.32662844	-8.002272642	-4.119873047	-0.020989466	-0.033537214	708167.7535	2992.401123	6.328423861	22.84095263
56.937	708009.855	2988.28125	6.314542231	22.84190772	24.91025336	6.636030971	-0.686645508	0.056367771	0.033954823	708003.2189	2988.967896	6.25817446	22.80795289
56.9916	707834.976	2988.28125	6.312765263	22.86682426	21.89951026	-4.489079775	2.403259277	-0.023751238	-0.020270097	707839.4651	2985.877991	6.336516501	22.88709436
57.0462	707685.0798	2977.294922	6.319873172	22.89941434	13.62482475	17.76114172	-4.119873047	0.03026902	0.010986328	707667.3187	2981.414795	6.289604152	22.88842801
57.1008	707510.2009	2977.294922	6.323427163	22.92817679	19.64542466	3.708370249	-2.059936523	-0.00787105	0.023996454	707506.4925	2979.354858	6.331298212	22.90418034
57.1554	707335.3219	2977.294922	6.328758195	22.95502726	24.08239965	-9.563691694	2.403259277	0.018227694	-0.041857271	707344.8856	2974.891663	6.310530501	22.99688453
57.21	707185.4257	2977.294922	6.330535218	22.99339431	24.83817087	2.53730596	4.463195801	-0.014140272	0.022101152	707182.8884	2972.831726	6.34467549	22.97129316
57.2646	707010.5468	2966.308594	6.337643371	23.01641978	25.66602457	-7.221563116	-3.089904785	0.025325448	-0.021265934	707017.7683	2969.398499	6.312317923	23.03768572
57.3168	706860.6506	2966.308594	6.339420425	23.04904593	25.66602457	-0.585532145	-1.029968262	-0.0205752	0.01355623	706861.2361	2967.338562	6.359995625	23.0354897
57.3714	706685.7716	2966.308594	6.3465287	23.07784027	22.14419939	-4.684257156	3.776550293	-0.006131133	-0.018567537	706690.4559	2962.532043	6.352659834	23.0964078
57.426	706535.8754	2955.322266	6.351859971	23.11048131	23.25454595	4.098725012	-3.433227539	-0.007318695	0.004818565	706531.7767	2958.755493	6.359178666	23.10566274
57.4806	706360.9965	2955.322266	6.357191297	23.13928882	22.14419939	-9.954046457	-1.71661377	-0.045734945	-0.005525288	706370.9505	2957.038879	6.402926243	23.1448141
57.5352	706211.1002	2955.322266	6.367854116	23.17002365	20.15650675	1.366241671	2.403259277	0.000497119	0.047221942	706209.734	2952.919006	6.367356997	23.12280171
57.5898	706036.2213	2955.322266	6.373185608	23.19307941	18.06179974	-17.56596434	6.17980957	-0.028114838	-0.064633032	706053.7873	2949.142456	6.401300446	23.25771244
57.6444	705886.3251	2944.335938	6.380294351	23.22959249	17.23394604	1.756596434	-1.71661377	-0.010329026	-0.005557412	705884.5685	2946.052551	6.390623377	23.2351499
57.699	705711.4461	2944.335938	6.385625972	23.26034809	18.06179974	-4.098725012	1.029968262	0.046839655	-0.032027397	705715.5449	2943.305969	6.338786318	23.29237549
57.7536	705561.5499	2944.335938	6.387403192	23.29495664	18.06179974	1.756596434	4.119873047	0.04750248	0.010183234	705559.7933	2940.216064	6.339900712	23.2847734
57.8082	705386.671	2933.349609	6.389180417	23.32380396	22.92256071	-9.173336931	-3.089904785	0.019166696	-0.023996454	705395.8443	2936.439514	6.370013721	23.34780042
57.8628	705236.7747	2933.349609	6.390957649	23.35842902	24.08239965	0.195177382	1.373291016	0.025933038	0.033151729	705236.5796	2931.976318	6.365024611	23.3252773
57.9174	705061.8958	2933.349609	6.392734887	23.38151742	24.08239965	-14.63830361	4.119873047	0.007512019	0.013588353	705076.5341	2929.229736	6.385222868	23.36792907
57.972	704911.9996	2922.363281	6.396289382	23.40845897	28.29946696	-0.780709526	-4.463195801	0.042227494	-0.028172544	704912.7803	2926.826477	6.354061888	23.43663151
58.0266	704762.1033	2922.363281	6.394512131	23.44503127	29.07994912	12.88170718	-1.029968262	-0.011930854	-0.010954204	704749.2216	2923.39325	6.406442986	23.45598547
58.0812	704587.2244	2922.363281	6.399843901	23.47776244	29.07994912	-5.660144064	3.433227539	-0.015963041	-0.011082699	704592.8846	2918.930054	6.415806942	23.48884514
58.1358	704437.3282	2911.376953	6.406953014	23.51242783	25.533413	7.026385734	-5.149841309	0.02844625	-0.006071392	704430.3018	2916.526794	6.378506764	23.51849922
58.1904	704262.4493	2911.376953	6.406953014	23.54324917	28.16479931	-7.026385734	-1.373291016	0.002872243	0.013138621	704269.4756	2912.750244	6.404080771	23.53011055
58.245	704112.553	2911.376953	6.412284914	23.57022377	27.27641651	3.90354763	2.403259277	0.01549354	-0.018374795	704108.6495	2908.973694	6.396791374	23.58859856
58.2996	703937.6741	2911.376953	6.414062226	23.60491354	23.0593492	-9.173336931	4.806518555	-0.008257698	-0.055413506	703946.8474	2906.570435	6.422319924	23.66032704
58.3548	703787.7779	2900.390625	6.4193942	23.64539654	20.15650675	-0.390354763	-2.059936523	-0.015907806	0.004079718	703788.1682	2902.450562	6.435302006	23.64131683
58.4094	703637.8816	2900.390625	6.42472623	23.67624915	19.64542466	7.416740497	2.059936523	0.026816805	-0.063219585	703630.4649	2898.330688	6.397909425	23.73946873
58.464	703463.0027	2900.390625	6.426503586	23.71675424	16.12359948	-14.63830361	4.119873047	0.051921316	-0.097913288	703477.641	2896.270752	6.374582269	23.81466753
58.5186	703313.1065	2889.404297	6.428280948	23.75534223	19.64542466	-0.195177382	-3.089904785	0.0380296	0.001252827	703313.3016	2892.494202	6.390251347	23.7540894
58.5732	703138.2275	2889.404297	6.428280948	23.78622085	24.99754946	-14.83348099	-0.686645508	0.005661632	0.042210633	703153.061	2890.090942	6.422619315	23.74401022
58.6278	702988.3313	2889.404297	6.43183569	23.81131513	24.77764178	-3.708370249	3.433227539	-0.001077091	0.008448551	702992.0397	2885.971069	6.432912781	23.80286658
58.6824	702838.4351	2878.417969	6.435390457	23.84220706	27.00496037	8.392627405	-4.119873047	-0.022121792	0.009765625	702830.0424	2882.537842	6.45751225	23.83244144
58.737	702663.5561	2878.417969	6.442500067	23.87117494	26.77637113	-8.197450023	-1.029968262	-0.010108085	0.024157073	702671.7536	2879.447937	6.452608151	23.84701786
58.7916	702513.6599	2878.417969	6.447832339	23.89821747	28.29946696	0.975886908	2.403259277	-0.018448636	0.024542558	702512.684	2876.014709	6.466280975	23.87367491
58.8462	702363.7637	2878.417969	6.453164668	23.92526565	22.14419939	7.80709526	5.149841309	0.032892704	-0.042467623	702355.9566	2873.268127	6.420271964	23.96773328
58.9008	702188.8848	2867.431641	6.454942123	23.96005022	21.31634569	-9.368514313	-2.403259277	0.045652092	-0.005910773	702198.2533	2869.8349	6.40929003	23.96596099
58.9554	702038.9885	2867.431641	6.453164668	23.99291093	24.91025336	2.342128578	2.059936523	0.031318493	0.006842362	702036.6464	2865.371704	6.421846174	23.98606857
59.01	701889.0923	2867.431641	6.453164668	24.02384632	24.08239965	3.708370249	5.493164063	-0.027203453	0.011018452	701885.3839	2861.938477	6.480368121	24.01282787
59.0646	701714.2134	2856.445313	6.460274526	24.05478916	27.27641651	-7.80709526	-3.089904785	-0.002016093	0.042788861	701722.0205	2859.535217	6.462290619	24.0120003
59.1192	701564.3171	2856.445313	6.463829493	24.07606669	26.17710666	1.951773815	1.71661377	-0.0484691	0.021779914	701562.3654	2854.728699	6.512298593	24.05428677
59.1738	701414.4209	2856.445313	6.474494543	24.10315228	24.08239965	8.002272642	4.119873047	-0.010218556	0.012753135	701406.4186	2852.325439	6.484713099	24.09039915
59.2284	701239.542	2845.458984	6.479827153	24.13217893	20.56057447	-2.342128578	-3.433227539	-0.015963041	0.021619295	701241.8841	2848.892212	6.495790194	24.11055963
59.283	701089.6457	2845.458984	6.483382257	24.15734068	19.40073553	2.146951197	1.373291016	-0.065730183	0.024060702	701087.4988	2844.085693	6.54911244	24.13327998
59.3352	700939.7495	2845.458984	6.492270128	24.18444349	24.08239965	-0.975886908	4.119873047	-0.014333596	-0.03077457	700940.7254	2841.339111	6.506603723	24.21521806
59.3898	700789.8533	2834.472656	6.499380537	24.21929844	25.533413	1.756596434	-4.119873047	-0.018780048	-0.011436061	700788.0967	2838.592529	6.518160585	24.2307345
59.4444	700639.9571	2834.472656	6.50471341	24.25222575	29.54242509	11.71064289	-1.71661377	0.003424597	6.42E-05	700628.2464	2836.18927	6.501288813	24.2521615
59.499	700465.0781	2834.472656	6.51004634	24.28322395	24.08239965	-7.416740497	2.746582031	0.052943172	0.01798931	700472.4949	2831.726074	6.457103167	24.26523464
59.5536	700315.1819	2834.472656	6.50826869	24.31035359	21.31634569	-1.171064289	5.493164063	0.036676332	0.003148129	700316.353	2828.979492	6.471592358	24.30720546
59.6082	700165.2857	2823.486328	6.50826869	24.3394275	21.89951026	2.53730596	-2.746582031	0.006683488	0.021394429	700162.7484	2826.23291	6.501585202	24.31803307
59.6628	700015.3894	2823.486328	6.511823995	24.36656917	19.64542466	9.954046457	2.746582031	-0.007760579	0.004882813	700005.4354	2820.739746	6.519584574	24.36168636
59.7174	699840.5105	2823.486328	6.517157001	24.39565599	22.14419939	-10.92993336	5.149841309	-0.060289489	0.021265934	699851.4404	2818.336487	6.57744649	24.37439006
59.772	699690.6143	2812.5	6.527823181	24.42280974	25.82540317	-3.318015486	-3.089904785	0.001049473	0.04465204	699693.9323	2815.589905	6.526773708	24.3781577
59.8266	699540.718	2812.5	6.531378625	24.44414892	27.00496037	-2.342128578	-0.686645508	-0.000165706	0.000417609	699543.0602	2813.186646	6.531544331	24.44373132
59.8812	699390.8218	2812.5	6.536711838	24.47325364	25.66602457	3.122838104	4.463195801	-0.034936415	-0.003372995	699387.699	2808.036804	6.571648254	24.47662663
59.9358	699240.9256	2801.513672	6.545600654	24.50236508	25.66602457	8.782982168	-3.433227539	-0.046922508	-0.037327819	699232.1426	2804.946899	6.592523162	24.5396929
